商品名,商品タイプ,取引日,当日清算価格
EUR/JPY,"Euro-Japanese Yen",2025/12/12,182.97
EUR/JPY,"Euro-Japanese Yen",2025/12/15,182.4
EUR/JPY,"Euro-Japanese Yen",2025/12/16,181.82
EUR/JPY,"Euro-Japanese Yen",2025/12/17,182.795
EUR/JPY,"Euro-Japanese Yen",2025/12/18,182.405
EUR/JPY,"Euro-Japanese Yen",2025/12/19,184.655
EUR/JPY,"Euro-Japanese Yen",2025/12/22,184.71
EUR/JPY,"Euro-Japanese Yen",2025/12/23,184.215
EUR/JPY,"Euro-Japanese Yen",2025/12/24,183.635
EUR/JPY,"Euro-Japanese Yen",2025/12/25,183.565
EUR/JPY,"Euro-Japanese Yen",2025/12/26,184.285
EUR/JPY,"Euro-Japanese Yen",2025/12/29,183.77
EUR/JPY,"Euro-Japanese Yen",2025/12/30,183.795
EUR/JPY,"Euro-Japanese Yen",2025/12/31,184.11
EUR/JPY,"Euro-Japanese Yen",2026/01/02,183.83
EUR/JPY,"Euro-Japanese Yen",2026/01/05,183.3
EUR/JPY,"Euro-Japanese Yen",2026/01/06,183.12
EUR/JPY,"Euro-Japanese Yen",2026/01/07,183.04
EUR/JPY,"Euro-Japanese Yen",2026/01/08,182.91
EUR/JPY,"Euro-Japanese Yen",2026/01/09,183.72
EUR/JPY,"Euro-Japanese Yen",2026/01/12,184.535
EUR/JPY,"Euro-Japanese Yen",2026/01/13,185.35
EUR/JPY,"Euro-Japanese Yen",2026/01/14,184.565
EUR/JPY,"Euro-Japanese Yen",2026/01/15,184.18
EUR/JPY,"Euro-Japanese Yen",2026/01/16,183.365
EUR/JPY,"Euro-Japanese Yen",2026/01/19,184.16
EUR/JPY,"Euro-Japanese Yen",2026/01/20,185.435
EUR/JPY,"Euro-Japanese Yen",2026/01/21,185.025
EUR/JPY,"Euro-Japanese Yen",2026/01/22,186.2
EUR/JPY,"Euro-Japanese Yen",2026/01/23,184.205
EUR/JPY,"Euro-Japanese Yen",2026/01/26,183.19
EUR/JPY,"Euro-Japanese Yen",2026/01/27,183.31
EUR/JPY,"Euro-Japanese Yen",2026/01/28,183.365
EUR/JPY,"Euro-Japanese Yen",2026/01/29,183.27
EUR/JPY,"Euro-Japanese Yen",2026/01/30,183.44
EUR/JPY,"Euro-Japanese Yen",2026/02/02,183.48
EUR/JPY,"Euro-Japanese Yen",2026/02/03,184.155
EUR/JPY,"Euro-Japanese Yen",2026/02/04,185.215
EUR/JPY,"Euro-Japanese Yen",2026/02/05,184.95
EUR/JPY,"Euro-Japanese Yen",2026/02/06,185.73
EUR/JPY,"Euro-Japanese Yen",2026/02/09,185.725
EUR/JPY,"Euro-Japanese Yen",2026/02/10,183.675
EUR/JPY,"Euro-Japanese Yen",2026/02/11,181.975
EUR/JPY,"Euro-Japanese Yen",2026/02/12,181.33
EUR/JPY,"Euro-Japanese Yen",2026/02/13,181.39
EUR/JPY,"Euro-Japanese Yen",2026/02/16,181.935
EUR/JPY,"Euro-Japanese Yen",2026/02/17,181.695
EUR/JPY,"Euro-Japanese Yen",2026/02/18,182.42
EUR/JPY,"Euro-Japanese Yen",2026/02/19,182.49
EUR/JPY,"Euro-Japanese Yen",2026/02/20,182.77
EUR/JPY,"Euro-Japanese Yen",2026/02/23,182.35
EUR/JPY,"Euro-Japanese Yen",2026/02/24,183.56
EUR/JPY,"Euro-Japanese Yen",2026/02/25,184.685
EUR/JPY,"Euro-Japanese Yen",2026/02/26,184.195
EUR/JPY,"Euro-Japanese Yen",2026/02/27,184.54
EUR/JPY,"Euro-Japanese Yen",2026/03/02,183.95
EUR/JPY,"Euro-Japanese Yen",2026/03/03,183.155
EUR/JPY,"Euro-Japanese Yen",2026/03/04,182.75
EUR/JPY,"Euro-Japanese Yen",2026/03/05,182.885
EUR/JPY,"Euro-Japanese Yen",2026/03/06,183.25
EUR/JPY,"Euro-Japanese Yen",2026/03/09,183.345
EUR/JPY,"Euro-Japanese Yen",2026/03/10,183.515
EUR/JPY,"Euro-Japanese Yen",2026/03/11,183.86
EUR/JPY,"Euro-Japanese Yen",2026/03/12,183.435
EUR/JPY,"Euro-Japanese Yen",2026/03/13,182.41
EUR/JPY,"Euro-Japanese Yen",2026/03/16,183.015
EUR/JPY,"Euro-Japanese Yen",2026/03/17,183.51
EUR/JPY,"Euro-Japanese Yen",2026/03/18,183.14
EUR/JPY,"Euro-Japanese Yen",2026/03/19,182.72
EUR/JPY,"Euro-Japanese Yen",2026/03/20,184.13
EUR/JPY,"Euro-Japanese Yen",2026/03/23,183.945
EUR/JPY,"Euro-Japanese Yen",2026/03/24,184.24
EUR/JPY,"Euro-Japanese Yen",2026/03/25,184.34
EUR/JPY,"Euro-Japanese Yen",2026/03/26,184.175
EUR/JPY,"Euro-Japanese Yen",2026/03/27,184.44
EUR/JPY,"Euro-Japanese Yen",2026/03/30,183.03
EUR/JPY,"Euro-Japanese Yen",2026/03/31,183.41
EUR/JPY,"Euro-Japanese Yen",2026/04/01,183.99
EUR/JPY,"Euro-Japanese Yen",2026/04/02,184.105
EUR/JPY,"Euro-Japanese Yen",2026/04/03,183.81
EUR/JPY,"Euro-Japanese Yen",2026/04/06,184.31
EUR/JPY,"Euro-Japanese Yen",2026/04/07,185.155
EUR/JPY,"Euro-Japanese Yen",2026/04/08,184.925
EUR/JPY,"Euro-Japanese Yen",2026/04/09,186.02
EUR/JPY,"Euro-Japanese Yen",2026/04/10,186.825
EUR/JPY,"Euro-Japanese Yen",2026/04/13,187.515
EUR/JPY,"Euro-Japanese Yen",2026/04/14,187.325
EUR/JPY,"Euro-Japanese Yen",2026/04/15,187.58
EUR/JPY,"Euro-Japanese Yen",2026/04/16,187.54
EUR/JPY,"Euro-Japanese Yen",2026/04/17,186.625
EUR/JPY,"Euro-Japanese Yen",2026/04/20,187.24
EUR/JPY,"Euro-Japanese Yen",2026/04/21,187.15
EUR/JPY,"Euro-Japanese Yen",2026/04/22,186.71
EUR/JPY,"Euro-Japanese Yen",2026/04/23,186.61
EUR/JPY,"Euro-Japanese Yen",2026/04/24,186.825
EUR/JPY,"Euro-Japanese Yen",2026/04/27,186.86
EUR/JPY,"Euro-Japanese Yen",2026/04/28,186.92
EUR/JPY,"Euro-Japanese Yen",2026/04/29,187.21
EUR/JPY,"Euro-Japanese Yen",2026/04/30,183.76
EUR/JPY,"Euro-Japanese Yen",2026/05/01,184.1
EUR/JPY,"Euro-Japanese Yen",2026/05/04,183.845
EUR/JPY,"Euro-Japanese Yen",2026/05/05,184.645
EUR/JPY,"Euro-Japanese Yen",2026/05/06,183.705
EUR/JPY,"Euro-Japanese Yen",2026/05/07,184.055
EUR/JPY,"Euro-Japanese Yen",2026/05/08,184.635
EUR/JPY,"Euro-Japanese Yen",2026/05/11,185.215
EUR/JPY,"Euro-Japanese Yen",2026/05/12,185.055
EUR/JPY,"Euro-Japanese Yen",2026/05/13,184.94
EUR/JPY,"Euro-Japanese Yen",2026/05/14,184.84
EUR/JPY,"Euro-Japanese Yen",2026/05/15,184.515
EUR/JPY,"Euro-Japanese Yen",2026/05/18,185.11
EUR/JPY,"Euro-Japanese Yen",2026/05/19,184.635
EUR/JPY,"Euro-Japanese Yen",2026/05/20,184.73
EUR/JPY,"Euro-Japanese Yen",2026/05/21,184.705
EUR/JPY,"Euro-Japanese Yen",2026/05/22,184.715
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/05/26,19.905
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/05/27,20.072
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/05/28,20.143
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/05/29,20.051
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/05/30,19.966
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/06/02,19.784
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/06/03,20.026
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/06/04,19.907
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/06/05,20.016
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/06/06,20.14
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/06/09,20.134
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/06/10,20.152
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/06/11,20.087
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/06/12,20.005
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/06/13,20.023
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/06/16,20.15
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/06/17,20.196
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/06/18,20.174
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/06/19,20.239
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/06/20,20.355
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/06/23,20.365
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/06/24,20.223
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/06/25,20.254
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/06/26,20.16
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/06/27,20.178
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/06/30,20.117
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/07/01,20.026
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/07/02,20.064
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/07/03,20.215
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/07/04,20.176
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/07/07,20.344
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/07/08,20.413
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/07/09,20.373
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/07/10,20.376
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/07/11,20.544
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/07/14,20.607
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/07/15,20.725
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/07/16,20.597
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/07/17,20.684
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/07/18,20.712
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/07/21,20.55
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/07/22,20.457
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/07/23,20.482
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/07/24,20.549
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/07/25,20.602
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/07/28,20.686
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/07/29,20.675
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/07/30,20.73
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/07/31,20.917
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/08/01,20.49
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/08/04,20.473
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/08/05,20.527
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/08/06,20.511
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/08/07,20.495
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/08/08,20.554
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/08/11,20.588
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/08/12,20.577
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/08/13,20.523
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/08/14,20.575
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/08/15,20.482
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/08/18,20.579
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/08/19,20.543
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/08/20,20.516
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/08/21,20.655
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/08/22,20.491
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/08/25,20.637
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/08/26,20.609
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/08/27,20.615
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/08/28,20.639
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/08/29,20.638
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/09/01,20.628
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/09/02,20.782
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/09/03,20.744
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/09/04,20.803
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/09/05,20.694
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/09/08,20.71
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/09/09,20.695
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/09/10,20.71
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/09/11,20.698
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/09/12,20.714
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/09/15,20.704
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/09/16,20.621
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/09/17,20.699
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/09/18,20.819
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/09/19,20.781
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/09/22,20.766
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/09/23,20.759
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/09/24,20.862
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/09/25,20.959
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/09/26,20.937
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/09/29,20.827
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/09/30,20.733
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/10/01,20.624
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/10/02,20.636
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/10/03,20.661
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/10/06,21.052
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/10/07,21.254
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/10/08,21.359
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/10/09,21.451
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/10/10,21.233
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/10/13,21.344
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/10/14,21.262
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/10/15,21.19
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/10/16,21.116
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/10/17,21.118
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/10/20,21.161
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/10/21,21.317
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/10/22,21.32
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/10/23,21.418
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/10/24,21.449
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/10/27,21.504
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/10/28,21.433
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/10/29,21.521
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/10/30,21.679
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/10/31,21.637
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/11/03,21.639
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/11/04,21.535
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/11/05,21.611
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/11/06,21.493
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/11/07,21.536
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/11/10,21.648
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/11/11,21.645
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/11/12,21.766
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/11/13,21.77
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/11/14,21.764
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/11/17,21.839
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/11/18,21.873
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/11/19,22.081
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/11/20,22.123
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/11/21,22.013
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/11/24,22.084
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/11/25,22.037
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/11/26,22.13
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/11/27,22.093
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/11/28,22.088
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/12/01,21.985
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/12/02,22.058
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/12/03,21.991
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/12/04,21.939
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/12/05,21.968
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/12/08,22.051
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/12/09,22.223
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/12/10,22.104
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/12/11,22.06
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/12/12,22.099
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/12/15,22.04
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/12/16,21.992
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/12/17,22.115
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/12/18,22.119
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/12/19,22.42
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/12/22,22.332
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/12/23,22.248
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/12/24,22.242
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/12/25,22.251
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/12/26,22.341
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/12/29,22.302
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/12/30,22.373
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2025/12/31,22.456
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/01/02,22.506
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/01/05,22.399
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/01/06,22.443
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/01/07,22.415
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/01/08,22.468
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/01/09,22.63
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/01/12,22.695
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/01/13,22.823
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/01/14,22.736
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/01/15,22.785
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/01/16,22.69
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/01/19,22.731
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/01/20,22.732
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/01/21,22.748
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/01/22,22.751
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/01/23,22.414
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/01/26,22.191
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/01/27,21.956
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/01/28,22.093
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/01/29,22.042
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/01/30,22.234
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/02/02,22.42
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/02/03,22.464
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/02/04,22.608
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/02/05,22.628
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/02/06,22.67
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/02/09,22.542
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/02/10,22.336
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/02/11,22.187
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/02/12,22.129
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/02/13,22.119
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/02/16,22.286
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/02/17,22.255
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/02/18,22.465
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/02/19,22.467
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/02/20,22.479
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/02/23,22.455
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/02/24,22.662
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/02/25,22.816
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/02/26,22.81
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/02/27,22.762
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/03/02,22.798
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/03/03,22.79
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/03/04,22.786
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/03/05,22.774
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/03/06,22.87
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/03/09,22.889
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/03/10,22.971
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/03/11,23.112
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/03/12,23.151
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/03/13,23.12
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/03/16,23.085
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/03/17,23.1
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/03/18,23.168
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/03/19,22.919
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/03/20,23.063
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/03/23,23.009
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/03/24,23.031
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/03/25,23.098
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/03/26,23.086
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/03/27,23.145
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/03/30,23.093
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/03/31,23.043
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/04/01,23.076
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/04/02,23.159
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/04/03,23.178
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/04/06,23.216
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/04/07,23.296
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/04/08,23.204
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/04/09,23.291
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/04/10,23.344
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/04/13,23.383
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/04/14,23.318
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/04/15,23.318
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/04/16,23.332
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/04/17,23.258
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/04/20,23.304
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/04/21,23.339
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/04/22,23.348
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/04/23,23.366
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/04/24,23.329
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/04/27,23.354
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/04/28,23.335
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/04/29,23.419
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/04/30,22.922
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/05/01,22.992
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/05/04,23.021
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/05/05,23.127
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/05/06,22.951
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/05/07,23.05
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/05/08,23.061
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/05/11,23.147
CNY/JPY,"Offshore Chinese Yuan-Japanese Yen",2026/05/12,23.214
